0	LABEL_1	HATE	0.0850713849067688
1	LABEL_0	HATE	0.17770105600357056
2	LABEL_0	HATE	0.12925314903259277
3	LABEL_1	HATE	0.2359878420829773
4	LABEL_0	HATE	0.14178061485290527
5	LABEL_0	HATE	0.06331366300582886
6	LABEL_0	HATE	0.49501627683639526
7	LABEL_0	HATE	0.4486647844314575
8	LABEL_0	HATE	0.17872405052185059
9	LABEL_1	HATE	0.18501919507980347
10	LABEL_0	HATE	0.14186155796051025
11	LABEL_0	HATE	0.4605216979980469
12	LABEL_0	HATE	0.22597718238830566
13	LABEL_1	HATE	0.04969245195388794
14	LABEL_0	HATE	0.07681816816329956
15	LABEL_0	HATE	0.3711732029914856
16	LABEL_1	HATE	0.030315160751342773
17	LABEL_0	HATE	0.02991771697998047
18	LABEL_0	HATE	0.21306103467941284
19	LABEL_0	HATE	0.47860288619995117
20	LABEL_1	HATE	0.4483988285064697
21	LABEL_1	HATE	0.008712351322174072
22	LABEL_0	HATE	0.21591508388519287
23	LABEL_0	HATE	0.11798077821731567
24	LABEL_0	HATE	0.014762818813323975
25	LABEL_0	HATE	0.37757408618927
26	LABEL_0	HATE	0.13937413692474365
27	LABEL_1	HATE	0.14990347623825073
28	LABEL_1	HATE	0.0008431673049926758
29	LABEL_0	HATE	0.29658520221710205
30	LABEL_1	HATE	0.06662052869796753
31	LABEL_0	HATE	0.06731480360031128
32	LABEL_0	HATE	0.2983552813529968
33	LABEL_0	HATE	0.33237093687057495
34	LABEL_1	HATE	0.10502076148986816
35	LABEL_0	HATE	0.3641242980957031
36	LABEL_1	HATE	0.0314369797706604
37	LABEL_0	HATE	0.17372965812683105
38	LABEL_1	HATE	0.14330190420150757
39	LABEL_0	HATE	0.22185754776000977
40	LABEL_1	HATE	0.005854368209838867
41	LABEL_1	HATE	0.12601202726364136
42	LABEL_0	HATE	0.282504677772522
43	LABEL_0	HATE	0.08218419551849365
44	LABEL_1	HATE	0.09910064935684204
45	LABEL_1	HATE	0.05203956365585327
46	LABEL_0	HATE	0.18411380052566528
47	LABEL_1	HATE	0.4367636442184448
48	LABEL_1	HATE	0.0014551877975463867
49	LABEL_0	HATE	0.051682472229003906
50	LABEL_0	HATE	0.0927351713180542
51	LABEL_0	HATE	0.0928909182548523
52	LABEL_0	HATE	0.27427053451538086
53	LABEL_1	HATE	0.0009186267852783203
54	LABEL_1	HATE	0.01607799530029297
55	LABEL_0	HATE	0.061100780963897705
56	LABEL_1	HATE	0.08396047353744507
57	LABEL_0	HATE	0.17817836999893188
58	LABEL_0	HATE	0.10131627321243286
59	LABEL_1	HATE	0.025842368602752686
60	LABEL_1	HATE	0.033048033714294434
61	LABEL_0	HATE	0.22773754596710205
62	LABEL_1	HATE	0.28867781162261963
63	LABEL_0	HATE	0.35399776697158813
64	LABEL_1	HATE	0.38011419773101807
65	LABEL_0	HATE	0.14584887027740479
66	LABEL_1	HATE	0.0035199522972106934
67	LABEL_0	HATE	0.12515747547149658
68	LABEL_0	HATE	0.029651224613189697
69	LABEL_0	HATE	0.4160458445549011
70	LABEL_1	HATE	0.14177215099334717
71	LABEL_0	HATE	0.16505110263824463
72	LABEL_0	HATE	0.343950092792511
73	LABEL_1	HATE	0.233684241771698
74	LABEL_0	HATE	0.08011943101882935
75	LABEL_0	HATE	0.17147916555404663
76	LABEL_1	HATE	0.23729032278060913
77	LABEL_1	HATE	0.01252812147140503
78	LABEL_0	HATE	0.17316973209381104
79	LABEL_1	HATE	0.43262988328933716
80	LABEL_0	HATE	0.011532783508300781
